podcast_id,episode_titre,url,description,theme,release_date,podcast_titre
7JyjjDJ6benEc2LFRoW3Yy,"Démystifier l'IA avec l'art - Hanna Mergui, étudiante en master IA à Polytechnique #83",https://open.spotify.com/embed/episode/6eQcsLy7BBEYBaQf4vHndL,"Dans cet épisode, Hanna Mergui, seule étudiante dans le Master en intelligence artificielle de l'école Polytechnique, partage son parcours académique, son intérêt pour l'IA dans le domaine médical, et ses ambitions futures. Elle aborde également l'importance de l'éthique dans l'IA et la nécessité de promouvoir la place des femmes dans la tech.Chapitres00:00 Le parcours académique d'Hanna : des mathématiques à l'intelligence artificielle04:34 La sélection pour le programme d'IA de Polytechnique12:22 Être la seule femme dans sa promotion17:22 L'IA au service de la médecine21:05 Les défis de l'IA générative en médecine30:32 Vers un doctorat et l'entrepreneuriat dans la médecine33:37 L'inspiration de Hanna : Simone Veil36:05 Le podcast de Nicolas Guyon40:14 L'éthique et l'impact environnemental dans l'IA43:24 La place des femmes dans la tech46:39 La confiance en soi dans le domaine professionnel48:17 Livres recommandés : « Tout le bleu du ciel » et « From Zero to One »⭐Si tu as aimé l’épisode, merci de liker, faire un commentaire, t’abonner et partager ! Plus d’infos sur https://www.techlipstick.com/Suis le podcast sur LinkedIn https://www.linkedin.com/company/techlipstick/Contacte Aurélie sur LinkedIn https://www.linkedin.com/in/aurelie-giard-nyc/Retrouve nous sur Instagram https://www.instagram.com/",entrepreneuriat,2024-11-15,TechLipstick
7JyjjDJ6benEc2LFRoW3Yy,"Se reconvertir grâce au NoCode, Emilie Verbrugghe, TimeTonic - Spécial No Code Summit - #82 - ",https://open.spotify.com/embed/episode/3ME7EErVklJsFZCWXNl1yu,"Pendant le NoCode Summit qui s'est déroulé les 16 et 17 octobre 2024 à Station F, j'ai rencontré Emilie Verbrugghe qui a accepté de faire sur le vif une mini-interview. Son parcours montre qu'on peut venir à la tech à tout moment même sans bagages.Elle raconte comment l'envie de changer de carrière lui est venue, le déroulé de sa formation avec Alegria Academy et son apprentissage chez TimeTonic, un éditeur nocode français que je connais bien. Un exemple de reconversion réussie !",IA,2024-11-01,TechLipstick
7JyjjDJ6benEc2LFRoW3Yy,"Ingénieure et chercheuse en IA, Sabrine Bendimerad, College Numérique France 2030 - #81 Série Femmes de l'IA",https://open.spotify.com/embed/episode/4Rz1bAn6jXRpQIEAi80UGB,"⭐⭐ Un nouvel épisode avec une femme exceptionnelle, ingénieure et chercheuse en IA. Sabrine Bendimerad partage son parcours en tant qu'ingénieure en intelligence artificielle et son engagement pour les femmes dans la tech. Elle aborde les défis qu'elle a rencontrés en arrivant en France, son rôle dans l'association DesCodeuses, et l'importance de la formation et de l'insertion professionnelle des femmes dans le numérique. Nous avons parlé également de son nouveau projet entrepreneurial axé sur l'IA et les maladies neurodégénératives.Références L'association DesCodeuses Cathie WoodLa psychologie de l'argentLe podcast du Docteur HubermanChapitres00:00Le parcours professionnel de Sabrine Bendimerad09:22Engagements en faveur des femmes dans la tech14:23Les formations proposées par Les Décodeuses16:58L'utilisation d'outils no code et de code dans les formations18:43L'importance de la diversité et de l'inclusion dans le secteur de la tech20:52Les défis liés à l'IA et à l'éducation28:42Le nouveau projet entrepreneurial de Sabrine Bendimerad37:12La peur de dire 'je ne sais pas' dans le milieu professionnel38:32Les femmes et la pression de se conformer à l'image du geek41:29L'importance de s'entourer de mentors et de personnes inspirantes43:23L'éducation financière comme outil de développement personnel44:51Les émissions et podcasts préférés de Sabrine Bendimerad47:00Conseils pour se lancer dans le domaine de l'IA",entrepreneuriat,2024-10-25,TechLipstick
7JyjjDJ6benEc2LFRoW3Yy,"Les femmes doivent arrêter de s'autocensurer ! avec Fatima Bakhti, ingénieure et docteur, présidente de Femmes ingénieures - #80",https://open.spotify.com/embed/episode/5UkzUq1G477wLeaI6fhMyE,"Directrice de programme chez Nokia, Fatima Bakhti redéfinit les codes avec son engagement pour l'inclusivité et l'innovation !🔧 Ses compétences :Fatima combine son expertise en ingénierie des télécommunications et ses qualités de manager avec une mission : rendre les métiers d’ingénieure plus attractifs pour les femmes. En tant que Présidente de Femmes Ingénieures, elle travaille sans relâche pour les promouvoir auprès des jeunes filles et se bat pour la place des femmes dans les rôles de management technique au sein des entreprises.📚 Son parcours :Avec un parcours allant de ses débuts en physique à un doctorat et des postes clés dans le secteur des télécommunications, Fatima a navigué entre la technique et le management. Elle a fait ses premiers pas dans l'industrie chez Alcatel et a assisté à des révolutions majeures, comme l'arrivée de la fibre optique et la montée de la 5G, qui ont redéfini les télécoms.💬 Un message inspirant :“On a l 'impression que l 'on ne va pas pouvoir prendre un poste parce qu 'on n’a pas toutes les compétences requises, parce qu 'on pense que sur ce sujet -là, on n’a pas assez d 'expérience…c'est cette autocensure là qu'il est nécessaire de casser en fait, d 'avoir confiance en soi et de se dire j'y vais, je fonce.”🌟 Ses leçons de carrière :Fatima partage son expérience de changement de cap : passer d’un rôle d’experte à des responsabilités managériales. Elle nous montre que savoir évoluer est la clé pour rester à la pointe et continuer à apprendre.🚀 Son ambition :Fatima aspire à maximiser l’impact de la technologie tout en s'assurant que l’innovation sert un but social. À travers son rôle de leader, elle souhaite inspirer plus de femmes à entrer dans les métiers de l'ingénierie.⭐Ses références :Femme qui l’inspire : Simone VeilLivre : l’art de négocier https://www.fnac.com/a2699367/Maurice-A-Bercoff-L-art-de-negocier-avec-la-methode-HarvardEmission : Femmes puissantes de Léa Salamé https://www.radiofrance.fr/franceinter/podcasts/femmes-puissantes🎧 Écoute cet épisode pour découvrir comment Fatima Bakhti casse les barrières et pousse l’innovation au service de l’inclusivité dans la tech.",IA,2024-10-11,TechLipstick
7JyjjDJ6benEc2LFRoW3Yy,"""Il faut arrêter de vouloir mettre les enfants dans des cases"" - Solenne Le Goaziou-Bocquillon, fondatrice et CEO de Soft Kids - #79 - ",https://open.spotify.com/embed/episode/1KICp3NZj6kl0zfOiL3tRW,"Ecoute une discussion passionnante avec Solenne Le Goaziou-Bocquillon  (Top Voice LinkedIn, Femme Forbes) sur l'éducation des enfants. En fait, ce qu'elle dit fait écho à tout ce qu'on a vécu dans notre enfance. ""On a tous un truc dans lequel on est bon""Elle aborde l'importance de la confiance en soi et des compétences socio-comportementales pour les enfants, ainsi que les défis du système éducatif actuel. Solènne présente également sa startup SoftKids, qui vise à développer ces compétences chez les jeunes. Elle souligne l'importance de l'autonomie des enfants et de la parentalité active, tout en partageant des conseils pratiques pour les parents. Enfin, elle évoque son rôle de modèle et l'importance de partager son expérience pour inspirer les autres.""Je veux que plus aucun enfant se dise je suis nul""Références : Claude Terosier, fondatrice de Magic Makers“Construire un second cerveau”, livre de Tiago Forte https://www.babelio.com/livres/Forte-Construire-un-second-cerveau--Une-methode-complet/1542098“Vlan”, le podcast de Gregory PouyLes associations : Digital Ladies and Allies, Femme@numeriqueLe livre ‘Préparer vos enfants au monde de demain’ et les infos de Solenne sont à retrouver sur son site. https://solenneblg.com/Chapitres :05:11 L'égalité des chances et la confiance en soi11:46 L'impact des soft skills sur la société21:46 SoftKids : développer les compétences socio-comportementales26:06 Le rôle de l'Éducation nationale dans la promotion des soft skills27:19 L'importance des compétences comportementales dans l'éducation30:25 L'impact de l'intelligence artificielle sur l'apprentissage31:55 La confiance en soi et l'esprit critique face aux réseaux sociaux38:54 L'organisation et la préservation de la santé mentale51:36 Les pitchs dans le monde des startups : savoir dire stop",IA,2024-09-27,TechLipstick
7JyjjDJ6benEc2LFRoW3Yy,"Les 10 clés pour construire des équipes tech mixtes - Sandrine Delage, BNPParibas, fondatrice de WoGiTech #78 ",https://open.spotify.com/embed/episode/3gSTAt9ZTOYfbFOaaHWUZy,"Sandrine Delage a fait une des premières écoles d’informatique et vu petit à petit le secteur se vider de ses effectifs féminins.Elle à l’origine du très beau collectif Women and girls in tech qui réunit BNP Paribas, Simplon.co et Digital Ladies and allies, et soutient les associations qui oeuvrent pour la diversité, essentielle pour répondre aux enjeux de notre monde.Entre autres références et pépites livrées par Sandrine, nous avons évoqué les 10 clés pour les entreprises afin de parvenir à la mixité dans les équipes techniques.Parmi celle-ci, Sandrine cite : “Accueillir tous les visages. On ne peut pas s’occuper des femmes dans la tech si on ne s’occupe pas d’abord de l’ensemble de la diversité.”Sandrine donne également des conseils pour les talents.Mets tes écouteurs pour cette conversation où la bienveillance, l’intelligence collective et le sens du business sont au coeur des actions menées par Sandrine !Chapitres00:00 Passionnée de la tech et militante pour l'inclusion02:09 Co-fondatrice du collectif Women and Girls in Tech04:06 La découverte de la passion pour l'informatique06:38 L'importance de la diversité dans la tech22:03 Créer un environnement inclusif dans les entreprises25:13 Accompagner les jeunes filles et les femmes dans la tech32:04 L'accompagnement des femmes pendant la maternité34:58 Sélectionner un employeur avec une politique de diversité40:06 L'IA générative et son impact sur la diversité44:34 La création intergénérationnelle53:21 Le podcast ""Canary call"" de Perrine Grua54:43 ConclusionRéférences :Co-fondatrice de ⁠⁠Women and girls in Tech⁠⁠, collectif entre ⁠⁠Digital Ladies and allies⁠⁠, ⁠⁠Simplon⁠⁠ et BNP Paribas⁠⁠Ada Lovelace⁠⁠⁠⁠ESIEE⁠⁠ école d’informatique Cergy-Pontoise⁠⁠Numeum⁠⁠⁠⁠Femmes-numerique⁠⁠ et l’initiative Nova in tech⁠⁠Leava Cohen⁠⁠⁠⁠Les oubliées du numérique⁠⁠, Isabelle Collet⁠⁠Les Figures de l’ombre⁠⁠ film⁠⁠Startup for Kids⁠⁠⁠⁠Afrogameuses⁠⁠ et ⁠⁠Women in games⁠⁠Le podcast ⁠⁠Canary Call⁠⁠ notamment l’épisode 92Marion Carré, ⁠Qui a voulu effacer Alice Recoque⁠Caroline Criado-Perez, ⁠Femmes invisible⁠Le blog de Sandrine et sa fille ⁠Mère et Fille 2.0⁠",gaming,2024-09-13,TechLipstick
7JyjjDJ6benEc2LFRoW3Yy," Développer l'IA de manière responsable - Annabelle Blangero, docteure en neurosciences, en charge de l'IA responsable chez Ekimetrics -#77 ",https://open.spotify.com/embed/episode/3kylRZuGttV384c9FMWL1k,"Dans le domaine de l'IA, la recherche d'algorithmes non biaisés et de l'utilisation responsable est primordiale.Annabelle Blangero exerce ces responsabilités chez Ekimetrics. Elle partage son parcours académique et professionnel, passant de la biologie à la psychologie cognitive et finalement à la data science. Elle explique le concept de psychologie cognitive et son lien avec l'IA. Elle aborde également les biais dans l'IA et les mesures pour les atténuer, ainsi que l'importance de la gouvernance de l'IA responsable. Elle souligne également les préoccupations environnementales liées à l'IA générative et l'importance de mesurer son impact. Enfin, elle aborde le sujet de la diversité et de l'inclusion dans le domaine de l'IA, ainsi que l'importance de la représentativité et de la sororité.Références : Dona Harraway ""Cyborg Manifesto"", interviewée dans ""le Code a changé""podcast Radio france de Xavier de la Porte.Clair, l'IA responsable développé par Annabelle et son équipe.Chapitres00:00 Introduction et présentation d'Annabelle Blangéro03:35 Du parcours en biologie aux neurosciences et à la data science11:51 L'analyse du comportement humain avec la data science et l'IA14:56 Mesurer et atténuer les biais dans les algorithmes d'IA20:25 Gouvernance et transparence dans les projets d'IA24:05 L'impact environnemental de l'IA et sa réduction25:09 Réduire l'utilisation de grands modèles de langage25:54 La tendance des grandes entreprises à utiliser des modèles de plus en plus gros26:50 Clair.bot : un modèle multi-agent spécialisé dans l'IA responsable29:17 L'impact de l'IA sur l'éducation et l'emploi31:01 L'importance des compétences humaines et de l'esprit critique34:53 S'intéresser à l'IA et prendre en compte ses dimensions éthiques et sociétales",IA,2024-08-30,TechLipstick
7JyjjDJ6benEc2LFRoW3Yy,"Le pouvoir du No Code - Christelle Curcio, entrepreneuse distinguée par Forbes France, co-fondatrice d'Alegria group - #76 (réédition)",https://open.spotify.com/embed/episode/5MemvORO99XT6S39hik3sD,"Pendant la pause estivale, nous remasterisons des épisodes des débuts du podcast. ⁠Christelle Curcio⁠ est co-fondatrice et Vice-présidente d'Alegria Group. Lors de notre discussion en juin 2022, elle était en charge des équipes de Makers et Makeuses, ces spécialistes du développement d'applications grâce aux outils no-code. Nous avons parlé de ces nouveaux métiers, de formation, de mode de travail, d'égalité dans la tech, de sa passion pour le gaming et d'entrepreneuriat.Les outils no-code mentionnés pendant l'épisode : Zapier et Make Slack Shopify Glide Webflow Slack  Gather  Airtable  Notion  BubbleDécouvre son témoignage avec quelques nouvelles à la fin de l'épisode. Belle écoute !",gaming,2024-08-17,TechLipstick
7JyjjDJ6benEc2LFRoW3Yy,"La puissance de l'IA dans le parcours client - Elise Pinto, co-fondatrice de Vocads#75 (Réédition)",https://open.spotify.com/embed/episode/0ua4wGmIqSBG2IX1VuQa3g,"Pendant la pause estivale, je te donne des nouvelles d'Elise Pinto et de sa startup Vocads. Elle était venue au tout début du podcast en juin 2022 parler d'entrepreneuriat et d'intelligence articificielle.Redécouvre son témoignage réédité pour l'occasion.Belle écoute !#IA #entrepreneuse #startup ",entrepreneuriat,2024-08-03,TechLipstick
7JyjjDJ6benEc2LFRoW3Yy,"Sa startup protège les algorithmes d'IA - Marie Paindavoine, Fondatrice et CEO de Skyld Labs - #74",https://open.spotify.com/embed/episode/7f4EwmShgBTtJn8C3Fge5T,"Cet épisode va te faire apprendre plein de choses sur la cryptographie, la cybersécurité, l'IA et l'histoire d'une mathématicienne de renom.Marie Paindavoine est devenue docteur en cryptographie en découvrant un livre qui a changé sa vie ! (référence ci-dessous). Elle a démarré un parcours dans la recherche avant de rejoindre l'entreprise car elle voulait appliquer ce qu'elle découvrait à la vie réelle.Dans son témoignage, elle partage aussi la difficulté d'être une femme dans un monde où les règles sont dictées par les hommes. En créant son entreprise, elle peut non seulement utiliser son expertise, mais aussi créer l'entreprise qui lui convient.Ecoute son témoignage sincère et engagé, et découvre avec elle le monde de la cryptographie que j'ai trouvé passionnant !Ses références : Willa, l'accélérateur fémininSophie Germain mathématicienne de la fin du 18e qui a dû se faire passer pour un homme pour se faire connaitre dans le monde des mathématiques. Livre : “Histoire des codes secrets”Film : Enigma Podcast : le Feuilleton de France CultureSite internet pour aider à “qu’est ce qu’on mange ce soir” : Cuisine addict.Si tu as aimé l’épisode, merci de liker, faire un commentaire, t’abonner et partager ! Plus d’infos sur https://www.techlipstick.com/Suis le podcast sur LinkedIn https://www.linkedin.com/company/techlipstick/Contacte Aurélie sur LinkedIn https://www.linkedin.com/in/aurelie-giard-nyc/Retrouve nous sur Instagram https://www.instagram.com/",cybersécurité,2024-07-19,TechLipstick
7JyjjDJ6benEc2LFRoW3Yy,Le pacte pour une IA égalitaire du Laboratoire de l'égalité - avec Hélène Deckx Van Ruys - #73 ,https://open.spotify.com/embed/episode/6sTTnE5yDGxTWzpHrkBuVK,"Helene Deckx Van Ruys est directrice diversité et inclusion et extrêmement investie dans la cause des femmes dans les sciences et la technologie. Nous parlons longuement de ces questions et elle a partagé beaucoup de références : Le pacte pour une IA égalitaire du laboratoire de l’égalitéSon intervention au sénatElisabeth MorenoOlympe de Gouges pionnière du féminisme au 18e siècle“Les figures de l’ombre” film Sophie Adreno et Claudie Haigneré, astronautesGuide des bonnes pratiques pour une IA égalitaireLes films Sage Homme, Billy Elliot, Le Grand BainLes alliés hommes :Guy Manou-ManiGerald karsentiEric LallierRoland Lescure“L’IA pas sans elles” de Aude Bernheim et Flora VincentLéava CohenAurélie JeanSophie Vigier école 42Sandrine Delage Women and Girls in TechGirls who CodeSimone De BeauvoirSimone VeilAda Lovelace❤️Si tu as aimé l’épisode, merci de liker, faire un commentaire, t’abonner et partager ! Plus d’infos sur https://www.techlipstick.com/Suis le podcast sur LinkedIn https://www.linkedin.com/company/techlipstick/Contacte Aurélie sur LinkedIn https://www.linkedin.com/in/aurelie-giard-nyc/Retrouve nous sur Instagram https://www.instagram.com/",entrepreneuriat,2024-07-05,TechLipstick
7JyjjDJ6benEc2LFRoW3Yy,"#72 - La mission d'une Chief Impact Officer dans une Greentech - Alice Balagué, en charge de l'impact pour Fairmat",https://open.spotify.com/embed/episode/2CqgwkyIRJGGIt1YP2b6CN,"Après une carrière dans la distribution dans le groupe Casino où elle a travaillé sur les sujets stratégiques pour la direction générale, Alice a basculé du côté technologique par le biais du logiciel. Mais le projet de Fairmat correspondait davantage à sa recherche de sens et la mission lui convient parfaitement. 💡En quoi consiste son poste de Chief Impact Officer ? 🧐Qu’est ce que le label B-Corp obtenu haut la main par Fairmat ? 🔥Quelle est l’injustice faite aux femmes qui l’a fait bondir ?✨Comment vit-elle l’arrivée de l’intelligence artificielle ? C’est quelques unes des nombreuses questions que nous abordons dans cette conversation hyper dynamique, à l’image de notre invitée ! Découvre son métier passionnant, ses convictions fortes et sa passion pour la cause des femmes. Bonne écoute ! Références Livre blanc de Welcome to the Jungle sur le Futur du travail https://solutions.welcometothejungle.com/ebook-tendances-rh-2023 Juro AI 4 3 2 1 de Paul Auster Sarah Ben Allel Chief People Officer de Qonto “A voix nue” le podcast de France Culture                  ",IA,2024-06-21,TechLipstick
7JyjjDJ6benEc2LFRoW3Yy,"#71 - Concevoir les machines de recyclage de fibres de carbone : la mission de Milène Séné, ingénieure chez Fairmat - Jeune pépite",https://open.spotify.com/embed/episode/669aUCbnGSbNUc4fMcwY1t,"Comment fait-on pour résoudre le problème du recyclage des fibres de carbone qui sont présentes dans les avions, les pâles d’éolienne et finissent enfouies dans le sol ? Avec Milène Séné nous découvrons la solution conçue par Fairmat,un startup qui transforme ces fibres en nouveaux matériaux. Milène est ingénieure mécanique et conçoit les machines qui permettent ce recyclage. Elle a été séduite par le projet et a rejoint l’entreprise dans l’usine de Nantes. Par ailleurs elle nous parle de son engagement féministe : “Le fait que c 'est une injustice finalement, que les femmes aient moins accès à telle ou telle qu 'elles soient moins payées, qu 'il y ait tout un tas d 'inégalités de manière générale. Et donc en tant que femme, forcément, je me suis sentie un petit peu concernée. Et je pense que c 'est pour ça que je me suis investie sur cette cause -là.” 💖Découvre son parcours et son métier dans cet entretien authentique ! Chapitres : 00:00 Introduction et présentation de Milène Séné 02:15 Parcours académique et professionnel de Milène 05:48 Expériences de stage et choix de carrière 11:18 Le rôle de Milène chez Fairmat 18:01 Défis dans le travail chez Fairmat 19:38 Point de vue sur l'intelligence artificielle 20:01 Possibilités d'évolution de carrière chez Fairmat 20:24 Devenir une référence technique et envisager des responsabilités managériales 21:13 Promouvoir l'égalité et la diversité dans l'ingénierie 23:18 Encourager les femmes à poursuivre des études et des carrières techniques 28:08 Développer une pensée scientifique rigoureuse avec 'L'Esprit Critique' 33:59 Conclusion Références Pénélope Bagieu, dessinatrice de BD La chaine YouTube de Manon Bril la BD ‘L’esprit critique” d’Isabelle Bauthian La Bonne Auberge sur YouTube, un concept original à découvrir ",entrepreneuriat,2024-06-14,TechLipstick
7JyjjDJ6benEc2LFRoW3Yy,"#70 - Jeune pépite- Le métier passionnant de Léa Tastet, ingénieure Matériaux chez Fairmat",https://open.spotify.com/embed/episode/3PCQzOSmmC3nYxPmISBWQM,"Léa Tastet est une jeune ingénieure Matériaux diplomée de Grenoble INP Phelma qui a choisi une entreprise engagée dans l’écologie pour démarrer sa carrière.  Pendant son année de césure, elle a fait six mois de service civique avec l’association AFEV et un voyage initiatique dans les Balkans avec deux amies. Son critère numéro 1 pour son premier job était un projet qui a un sens pour elle, en lequel tous les salariés croient, dans un environnement startup dynamique. Elle a rejoint Fairmat, une startup lancée en 2020 par Benjamin Saada, qui recycle les fibres de carbone pour les transformer en nouveaux produits.  Cet épisode est le premier d'une série de trois portraits sponsorisée par Fairmat. Retrouve toutes les offres d'emploi sur leur site.  ⭐Abonne-toi et partage autour de toi pour soutenir la poursuite du podcast ! ⭐  ",IA,2024-06-07,TechLipstick
7JyjjDJ6benEc2LFRoW3Yy,"#69 - Spécial Legal Tech - Innover pour le partage de valeur, avec Malvina Puzenat, General Counsel de Futurz",https://open.spotify.com/embed/episode/6HDeksRrw7FEIOgaaPxywu,"💡 Le nouvel épisode de Techlipstick t’emmène à la découverte de la legal tech et d’un poste moins connu, celui de General Counsel.  ⭐Abonne-toi et partage autour de toi pour soutenir la poursuite du podcast ! ⭐  Malvina Puzenat a débuté sa carrière dans un prestigieux cabinet d’avocats avant de rejoindre la finance et d’être séduite par le projet original de Futurz. 👉🏻Qu’est ce que ce poste de General Counsel, pourquoi est ce différent de l’exercer dans une legal tech ? 👉🏻Quelle est la proposition de Futurz pour permettre aux entrepreneuses et entrepreneurs de partager la création de valeur avec des personnes qui ne sont pas salariées de la structure ? 👉🏻En quoi Comète, le réseau féminin est une aide puissante pour sa carrière ? Ce sont quelques une des questions que nous avons abordées dans cet entretien qui m’a beaucoup appris. Si tu connais des femmes qui exercent un métier juridique, n’hésites par à leur partager ! 🎁  Références :   Les épisodes sur la levée de fond avec Sylvie Matz démarrent avec le numéro 54.    Chapitres  00:00 Le partage du capital dans les startups 07:25 La transition du monde du droit vers la tech 26:59 Surmonter les obstacles juridiques et fiscaux 37:18 Les différences culturelles dans le rapport au travail 49:49 L'importance de l'éducation financière et économique          ",entrepreneuriat,2024-05-17,TechLipstick
7JyjjDJ6benEc2LFRoW3Yy,"#68- Femmes de l'IA- Ines Besbes, fondatrice de Seedext",https://open.spotify.com/embed/episode/2czC0QVmmTJtDHE9RmKhoW,"A seulement 26 ans, Ines Besbes a déjà créé deux entreprises ! Seedext en sa dernière née et elle partage avec nous comment elle a saisi cette opportunité à la suite des ses études.  Retrouves nous pour ce témoignage hyper inspirant, à partager sans compter avec toutes celles qui se rêvent entrepreneuses ! Ines fait partie du collectif SISTA, elle est en train de lever des fonds pour son projet.  🎧🔗⭐🙏🏻Ecoutez, partagez, likez pour nous encourager !!  #ia #entrepreneuriat #entrepreneuse #womenintech #future of work  Enseignements :   L'importance de la résilience en tant qu'entrepreneur La valeur de la motivation et de la détermination dans l'entrepreneuriat L'impact des technologies actuelles sur le mode de vie et de travail La nécessité de s'adapter et de pivoter dans le développement d'une entreprise L'importance de trouver un associé avec qui travailler efficacement Il est important d'avoir un mentor ou une personne de confiance avec qui échanger quotidiennement pour trouver des solutions et prendre du recul sur les problématiques rencontrées. Trouver un équilibre entre vie professionnelle et personnelle est essentiel en tant qu'entrepreneur, en prenant soin de sa santé physique et mentale. L'adoption de l'IA et des nouvelles technologies est inévitable, il est donc important de comprendre leur utilisation et de les intégrer de manière à créer une chaîne de valeur. La diversité au sein d'une équipe est essentielle pour favoriser la créativité, l'ouverture d'esprit et la résolution de problèmes. Il est nécessaire de sensibiliser et d'éduquer les personnes à l'utilisation de la technologie, afin de réduire les résistances et de favoriser une adoption positive. Avoir un impact positif à travers son entreprise est un objectif important, en résolvant des problèmes à plus grande échelle et en contribuant à un changement positif dans la société.   ",entrepreneuriat,2024-05-03,TechLipstick
7JyjjDJ6benEc2LFRoW3Yy,"#67 - Femmes de l'IA - Julie Gladin, co-fondatrice de Ava-HR",https://open.spotify.com/embed/episode/342ZD9qt7z4Or2THPROYVZ,"""On parle de ChatGPT, donc on est sur de la génération du contenu majoritairement, mais si on ne sait pas interroger un outil tel que ChatGPT, si on n'a pas un peu étudié le prompt engineering, la manière de le questionner, on peut facilement avoir un effet déceptif sur la qualité des réponses qui sont données.""  Julie Gladin, cofondatrice d'AVA-HR, une plateforme d'IA pour les ressources humaines, partage son parcours et son expérience dans le domaine de l'IA.  Elle explique comment l'IA peut apporter de la valeur aux fonctions RH et présente Ava, une solution qui combine l'expertise métier et l'IA pour répondre aux besoins spécifiques des professionnels des RH.  Julie souligne également l'importance de la communauté RH et encourage les femmes à s'intéresser et à s'impliquer dans le domaine de l'IA. E nfin, elle explique comment Ava simplifie l'utilisation de l'IA pour les utilisateurs en fournissant des templates et en éliminant la nécessité de maîtriser les aspects techniques de l'IA.  Dans la deuxième partie de l'interview, Julie parle des principales fonctionnalités de la plateforme, notamment les modèles et les chatbots. E lle souligne également l'importance de la facilité d'utilisation et de l'ergonomie de la plateforme. Julie aborde ensuite le rôle des RH dans l'adaptation à l'IA et la nécessité de former les DRH pour accompagner cette transformation.  Elle donne des conseils aux jeunes pour développer les compétences nécessaires dans un marché du travail en pleine évolution.  Julie partage également son expérience en tant qu'entrepreneure et parle des ambitions d'Ava pour l'avenir. Elle mentionne sa mère comme source d'inspiration et parle de deux livres qui l'ont marquée. Enfin, Julie évoque son engagement dans la lutte contre le harcèlement scolaire et donne un conseil aux auditrices.  Chapitres  00:00 Introduction et contraintes techniques 03:32 Ava-HR : une plateforme dia-générative pour les RH 18:52 Se former pour accompagner la transformation du marché du travail 31:06 Aider les collaborateurs à s'adapter à l'IA 38:13 Construire une réflexion et une pensée 50:34 Les perspectives d'Ava et les références de Julie    ",entrepreneuriat,2024-04-19,TechLipstick
7JyjjDJ6benEc2LFRoW3Yy,"#66 - Femmes de l'IA - Ania Kaci, Senior Innovation Manager IBM France, en charge de l’IA responsable ",https://open.spotify.com/embed/episode/67EYTM2K7udymMOjMe6vR7,"“Pour que l'IA réalise son potentiel et ait un impact positif, son écosystème doit être le reflet de notre société dans son ensemble, développé par des voies diverses et pour tout le monde” Ania a grandi en Algérie et fait son master à Telecom Paris, puis son doctorat en France sur le sujet de l’IA. Elle est mère de deux enfants. Aujourd’hui elle travaille chez IBM France à sensibiliser les collaborateurs et les entreprises aux questions d’éthique de l’IA. Elle est surtout très engagée pour que les femmes soient plus présentes dans le domaine aux côtés de WomenInAI. Rejoins la dans l’association pour te faire accompagner. Ses autres références :   Legend Ladies, le podcast de Laura Lesueur  ImpactIA  Carnet de Thèse de Tiohaine Rivière  ***Si tu veux continuer à écouter le show, abonne-toi, commente, partage, MERCI !  Chapiters  00:00 Introduction et problématique de la sous-représentation des femmes dans les études scientifiques 05:59 Les défis du doctorat et l'engagement d'Anya Cassie dans la représentation des femmes dans la tech 10:04 La sous-représentation des femmes dans les études scientifiques en France 12:51 Encourager les jeunes filles à s'orienter vers les métiers de la tech et de l'IA 24:19 Les métiers liés à l'IA offrent de nombreuses opportunités d'emploi 25:46 Les différents profils dans le domaine de l'IA 26:46 Les étapes de l'entraînement d'un système d'IA 29:24 Le rôle d'Aurelie Giard chez IBM 32:10 L'importance de la diversité dans les équipes de validation 36:16 Les risques liés à l'utilisation de l'IA 42:10 Conseils pour les femmes intéressées par l'IA 51:49 Conclusion  Mots clés :  IA, femmes, représentation, parcours, éducation, écart de genre, développement IA, validation, faisabilité, performance, supervision humaine, risques, fuite de données, biais, informations incorrectes, impact écologique, IA éthique, sensibilisation, formation, accessibilité, esprit critique, sources d'information, opportunité, montée en compétence, femmes dans l'IA, modèles inspirants        ",IA,2024-04-05,TechLipstick
7JyjjDJ6benEc2LFRoW3Yy,"#65 - SPECIAL PODCASTHON - Jessica Weinreb, Au Carré : l'agence nocode au service de la réinsertion ",https://open.spotify.com/embed/episode/74nIDj7JSbQic79Zh5UMZ4,"⭐Cet épisode exceptionnel fait partie des deux épisodes publiés dans le cadre du PODCASTHON :   Le plus grand rassemblement caritatif des podcasteurs et podcasteuses francophone,    avec +300 d’animateurs et animatrices de podcast natifs qui publient un épisode «hors série » de leur podcast consacré à une association/ONG ou une Grande Cause de leur choix.     Une opération événementielle sans but lucratif.  Au carré accompagne les personnes éloignées de l'emploi au numérique, en proposant des formations et en les intégrant dans leur agence de développement.  L'agence propose des services de développement d'applications aux entreprises qui ont des besoins de transformation numérique.  Pour candidater ou faire appel à leurs services, rendez-vous sur https://www.aucarre.tech/                                 ",IA,2024-03-24,TechLipstick
